Common Name,Specific Name,Binomial Name / Trinomial Name,Kingdom,Phylum,Class,Subclass,Infraclass,Superorder,Order,Suborder,Family,Subfamily,Genus,Species,Subspecies,Mammal,Arthropod,Reptile,Amphibian,Endangered,Extinct,Nocturnal,image_01,image_01_source,Description,Wikipedia Link,generic_name,photo_credit
Lemur,Ring-tailed Lemur,Lemur catta,Animalia,Chordata,Mammalia,-,-,-,Primates,-,Lemuridae,-,Lemur,catta,-,YES,NO,NO,NO,NO,NO,NO,lemur_01,http://en.wikipedia.org/wiki/File:Ringtailed_lemurs.jpg,"The ring-tailed lemur is a large primate and the most recognized lemur due to its long, black and white ringed tail. Like all lemurs it is endemic to the island of Madagascar. The ring-tailed lemur is highly social, living in groups of up to 30 individuals. It is also female dominant, a trait common among lemurs.",http://en.wikipedia.org/wiki/Ring-tailed_Lemur,lemur,"Keven Law from Los Angeles, USA / CC BY-SA 2.0"
Lemur,Red Lemur,Eulemur rufus,Animalia,Chordata,Mammalia,-,-,-,Primates,-,Lemuridae,-,Eulemur,rufus,-,YES,NO,NO,NO,NO,NO,NO,lemur_02,http://en.wikipedia.org/wiki/File:Eulemur_Rufus.JPG,"The red lemur, also known as the rufous brown lemur or northern red-fronted lemur, is a species of lemur from Madagascar. Males have white or cream colored cheeks and beards, while females have rufous or cream cheeks and beards that are less bushy than males. The most important threats to the species are likely to be hunting, as well as habitat destruction resulting from slash-and-burn agriculture, clearing of land for pasture, and logging.",http://en.wikipedia.org/wiki/Red_lemur,lemur,Bernard Gagnon / CC BY-SA 3.0
Octopus,Common Octopus,Octopus vulgaris,Animalia,Mollusca,Cephalopoda,-,-,-,Octopoda,-,Octopodidae,-,Octopus,vulgaris,-,NO,NO,NO,NO,NO,NO,NO,octopus_01,http://en.wikipedia.org/wiki/File:Octopus_vulgaris_02.JPG,"The common octopus hunts at dusk. Crabs, crayfish, and bivalve mollusks (two-shelled molluscs such as cockles) are preferred, although the octopus will eat almost anything it can catch. It is able to change colour to blend in with its surroundings, and is able to jump upon any unwary prey that strays across its path. The prey is paralyzed by a nerve poison, which the octopus secretes in its saliva.",http://en.wikipedia.org/wiki/Common_octopus,octopus,H. Zell / CC BY-SA 3.0
Bird,Emperor Penguin,Aptenodytes forsteri,Animalia,Chordata,Aves,-,-,-,Sphenisciiformes,-,Spheniscidae,-,Aptenodytes,forsteri,-,NO,NO,NO,NO,NO,NO,NO,penguin_01,http://commons.wikimedia.org/wiki/File:Emperor_penguins_(1).jpg,"The Emperor Penguin is the tallest and heaviest of all living penguin species and is endemic to Antarctica. The male and female are similar in plumage and size, reaching 122 cm (48 in) in height and weighing anywhere from 22 to 45 kg (49 to 99 lb). In hunting, the species can remain submerged up to 18 minutes, diving to a depth of 535 m (1,755 ft).",http://en.wikipedia.org/wiki/Emperor_penguin,bird,lin padgham / CC-BY 2.0
Dolphin,Common Dolphin,Delphinus delphis,Animalia,Chordata,Mammalia,-,-,-,Cetacea,-,Delphinidae,-,Delphinus,delphis,-,YES,NO,NO,NO,NO,NO,NO,dolphin_01,http://en.wikipedia.org/wiki/File:Common_dolphin_noaa.jpg,"The common dolphin is not the dolphin of popular imagination despite its name; that distinction belongs to the bottlenose dolphin due to its widespread use in marine parks and its appearance in the television series Flipper. However, this dolphin was the most frequently represented in the art and literature of ancient Greece and Rome.",http://en.wikipedia.org/wiki/Common_dolphin,dolphin,NOAA NMFS / public domain
Platypus,Platypus,Ornithorhynchus anatinus,Animalia,Chordata,Mammalia,-,-,-,Monotremata,-,Ornithorhynchidae,-,Ornithorhynchus,anatinus,-,YES,NO,NO,NO,NO,NO,NO,platypus_01,http://commons.wikimedia.org/wiki/File:Platypus_in_Geelong.jpg,"The platypus is a semiaquatic mammal endemic to eastern Australia, including Tasmania. Together with the four species of echidna, it is one of the five extant species of monotremes, the only mammals that lay eggs instead of giving birth. It is one of the few venomous mammals, the male platypus having a spur on the hind foot that delivers a venom capable of causing severe pain to humans. ",http://en.wikipedia.org/wiki/Platypus,platypus,TwoWings / CC BY-SA 3.0
Zebra,Grévy's Zebra,Equus grevyi,Animalia,Chordata,Mammalia,-,-,-,Perissodactyla,-,Equidae,-,Equus,grevyi,-,YES,NO,NO,NO,YES,NO,NO,zebra_01,http://en.wikipedia.org/wiki/File:Zebre_grevy.jpg,"The Grévy's Zebra is the largest species of wild equines. Its stripes are narrow and close set. It  is found in Kenya and Ethiopia. Compared with other zebras, it is tall, has large ears, and its stripes are narrower. The Grévy's zebra lives in semi-arid grasslands where it feeds on grasses, legumes, and browse; it can survive up to five days without water.",http://en.wikipedia.org/wiki/Grévy%27s_zebra,zebra,Daniel Fafard (Dreamdan) / CC BY-SA 3.0
Zebra,Plains Zebra,Equus quagga,Animalia,Chordata,Mammalia,-,-,-,Perissodactyla,-,Equidae,-,Equus,quagga,-,YES,NO,NO,NO,NO,NO,NO,zebra_02,http://commons.wikimedia.org/wiki/File:Burchell%27s_Zebra_(Etosha).jpg,"The plains zebra is also known as Burchell's zebra and is the most common species of zebra in the world. It also is the smallest of the zebra species. It remains common in game reserves, but is threatened by human activities such as hunting for its meat and hide, as well as competition with livestock and encroachment by farming on much of its habitat.",http://en.wikipedia.org/wiki/Plains_zebra,zebra,Flickr user Rui Ornelas / CC-BY 2.0
Zebra,Mountain Zebra,Equus zebra,Animalia,Chordata,Mammalia,-,-,-,Perissodactyla,-,Equidae,-,Equus,zebra,-,YES,NO,NO,NO,YES,NO,NO,zebra_03,http://en.wikipedia.org/wiki/File:Hartmann_zebra_hobatere_S.jpg,"Unlike other zebras, the mountain zebra has a dewlap, which is a flap of skin that hangs beneath its neck. Like all extant zebras, it is boldly striped in black and white and no two individuals look exactly alike. The stripes can be either black or dark brown and white. Their stripes cover their whole bodies except for their bellies.",,zebra,Moongateclimber / CC BY-SA 3.0
Bird,Ruby Throated Hummingbird,Archilochus colubris,Animalia,Chordata,Aves,-,-,-,Apodiformes,-,Trochilidae,-,Archilochus,colubris,-,NO,NO,NO,NO,NO,NO,NO,hummingbird_01,http://en.wikipedia.org/wiki/File:Archilochus_colubris_(Male).jpg,"The Ruby-Throated Hummingbird is the only species of hummingbird that regularly nests east of the Mississippi River in North America. The adult male, shown in the photo, has a ruby red throat patch, also known as a gorget which may appear black in some lighting, and a dark forked tail. The female has a dark rounded tail with white tips and generally no throat patch, though she may sometimes have a light or whitish throat patch.",http://en.wikipedia.org/wiki/Ruby-throated_Hummingbird,bird,"Joe Schneid, Louisville, Kentucky / CC-BY 3.0"
Insect,Lubber Grasshopper,Romalea guttata,Animalia,Arthropoda,Insecta,-,-,-,Orthoptera,-,Romaleidae,-,Romalea,guttata,-,NO,YES,NO,NO,NO,NO,NO,grasshopper_01,"http://en.wikipedia.org/wiki/File:Two_eastern_Lubber_grasshopers_(Romalea_microptera),_mating.jpg",The Lubber Grasshopper emits a foul-smelling and foul-tasting foamy secretion from the thorax when it is disturbed. It also lets off a loud hissing sound that can scare animals. Species of grasshoppers that change colour and behaviour at high population densities are called locusts.,http://en.wikipedia.org/wiki/Grasshopper,insect,http://www.birdphotos.com / CC-BY 3.0
Insect,Katydid,Scudderia beckeri,Animalia,Arthropoda,Insecta,-,-,-,Orthoptera,-,Tettigoniidae,Phaneropterinae,Scudderia,beckeri,-,NO,YES,NO,NO,NO,NO,NO,katydid_01,http://en.wikipedia.org/wiki/File:Scudderia_sp.jpg,"There are more than 6400 species of katydids! They are sometimes known as long-horned grasshoppers and actually are more closely related to crickets than to grasshoppers. Many katydids exhibit mimicry and camouflage, commonly with shapes and colors similar to leaves.",http://en.wikipedia.org/wiki/Scudderia,insect,Photo: Bruce Marlin / CC BY-SA 3.0 / http://www.cirrusimage.com/copyright.htm
Insect,Tusked Weta,Motuweta isolata,Animalia,Arthropoda,Insecta,-,-,-,Orthoptera,Ensifera,Rhaphidophoridae,-,Motuweta,isolata,-,NO,YES,NO,NO,YES,NO,YES,weta_01,http://en.wikipedia.org/wiki/File:Motuweta_isolata.JPG,"Many weta are large by insect standards and some species are among the largest and heaviest in the world able to fly. Their physical appearance is like a katydid, long-horned grasshopper, or cricket, but the hind legs are enlarged and usually very spiny. Many are wingless. The tusks on the Tusked Weta are used to push an opponent; they are not used for biting. They are mainly carnivorous, eating worms and insects.",http://en.wikipedia.org/wiki/Weta,insect,Chris Winks / CC0 1.0 public domain
Insect,Praying Mantis,Mantis religiosa,Animalia,Arthropoda,Insecta,-,-,-,Mantodea,-,Mantidae,-,Mantis,religiosa,-,NO,YES,NO,NO,NO,NO,NO,mantis_01,http://en.wikipedia.org/wiki/File:Mantid_August_2007-2.jpg,"The English common name for any species in the order is ""praying mantis"", because of the typical ""prayer-like"" posture with folded fore-limbs. Mantises have two grasping, spiked forelegs, known as raptorial legs, in which prety items are caught and held securely.",http://en.wikipedia.org/wiki/Mantis_religiosa,insect,Alvesgaspar / CC BY-SA 3.0
Bird,Indian Peacock,Pavo cristatus,Animalia,Chordata,Aves,-,-,-,Galliformes,-,Phasianidae,-,Pavo,cristatus,-,NO,NO,NO,NO,NO,NO,NO,peacock_01,http://commons.wikimedia.org/wiki/File:Pfau_imponierend.jpg,"Only the male is referred to as the Peacock. The Indian Peafowl is found mainly on the ground in open forest or on land under cultivation, where they forage for berries and grains, but also will prey on snakes, lizards, and small rodents.",http://en.wikipedia.org/wiki/Peacock,bird,BS Thurner Hof / CC BY-SA 3.0
Bird,Rooster,Gallus gallus domesticus,Animalia,Chordata,Aves,-,-,-,Galliformes,-,Phasianidae,-,Gallus,gallus,domesticus,NO,NO,NO,NO,NO,NO,NO,rooster_01,http://commons.wikimedia.org/wiki/File:Feral_rooster_on_Kauai.jpg,"The rooster is often portrayed as crowing at the break of dawn (""cock-a-doodle-doo"") and will almost always start crowing before 4 months of age. Although it is possible for a hen to crow as well, crowing is one of the clearest signs of being a rooster. During the daytime, roosters usually sit on a high perch to serve as a lookout for their flocks. They make a distinctive alarm sound if predators are nearby.",http://en.wikipedia.org/wiki/Rooster,bird,jaybergesen / CC-BY 2.0
Bird,Hen,Gallus gallus domesticus,Animalia,Chordata,Aves,-,-,-,Galliformes,-,Phasianidae,-,Gallus,gallus,domesticus,NO,NO,NO,NO,NO,NO,NO,hen_01,http://commons.wikimedia.org/wiki/File:Gallus_gallus_domesticus_LC0262.jpg,"Domestic chickens are not capable of long distance flight, although lighter birds are generally capable of flying for short distances, such as over fences or into trees (where they would naturally roost). Chickens may occasionally fly briefly to explore their surroundings, but generally do so only to flee perceived danger.",http://en.wikipedia.org/wiki/Chicken,bird,Jörg Hempel / CC BY-SA 3.0 Germany
Dolphin,Bottlenose Dolphin,Tursiops truncatus,Animalia,Chordata,Mammalia,-,-,-,Cetacea,-,Delphinidae,-,Tursiops,truncatus,-,YES,NO,NO,NO,NO,NO,NO,dolphin_02,http://en.wikipedia.org/wiki/File:Bottlenose_Dolphin_KSC04pd0178.jpg,"Common bottlenose dolphins live in groups called pods that typically number about 15 individuals, but group size varies from pairs of dolphins to over 100 or even occasionally over 1000 animals for short periods of time.",http://en.wikipedia.org/wiki/Bottlenose_dolphin,dolphin,NASA / public domain
Dolphin,Dusky Dolphin,Lagenorhynchus obscurus,Animalia,Chordata,Mammalia,-,-,-,Cetacea,-,Delphinidae,-,Lagenorhynchus,obscurus,-,YES,NO,NO,NO,NO,NO,NO,dolphin_03,http://en.wikipedia.org/wiki/File:Dusky_surfacing.jpg,"When hunting in shallower waters in New Zealand and Argentina, dusky dolphins tend to forage during the day. The dolphins chase schools of fish or squid and herd them into stationary balls. They may control the school with light reflected from their white bellies.",http://en.wikipedia.org/wiki/Dusky_dolphin,dolphin,NOAA Photo Library / CC-BY 2.0
Orca,Killer Whale,Orcinus orca,Animalia,Chordata,Mammalia,-,-,-,Cetacea,Odontoceti,Delphinidae,-,Orcinus,orca,-,YES,NO,NO,NO,NO,NO,NO,orca_01,http://en.wikipedia.org/wiki/File:Killerwhales_jumping.jpg,"Killer whales are found in all oceans, from the frigid Arctic and Antarctic regions to tropical seas. Killer whales as a species have a diverse diet, although individual populations often specialize in particular types of prey. Some feed exclusively on fish, while others hunt marine mammals such as sea lions, seals, walruses, and even large whales.",http://en.wikipedia.org/wiki/Killer_whale,orca,Robert Pittman / NOAA / public domain
Shark,Scalloped Hammerhead Shark,Sphyrna lewini,Animalia,Chordata,Chondrichthyes,-,-,-,Carcharhiniformes,-,Sphyrnidae,-,Sphyrna,lewini,-,NO,NO,NO,NO,YES,NO,NO,shark_01,http://en.wikipedia.org/wiki/File:Scalloped_hammerhead_cocos.jpg,"The hammerhead shark is often seen during the day in big schools, sometimes numbering hundreds. They are not considered dangerous and are normally not aggressive towards humans.",http://en.wikipedia.org/wiki/Hammerhead_shark,shark,Barry Peters / CC-BY 2.0
Bird,Bald Eagle,Haliaeetus leucocephalus,Animalia,Chordata,Aves,-,-,-,Accipitriformes,-,Accipitridae,-,Haliaeetus,leucocephalus,-,NO,NO,NO,NO,NO,NO,NO,eagle_01,http://commons.wikimedia.org/wiki/File:Haliaeetus_leucocephalus2.jpg,"The Bald Eagle is an opportunistic feeder which subsists mainly on fish, which it swoops down and snatches from the water with its talons. It builds the largest nest of any North American bird and the largest tree nests ever recorded for any animal species, up to 4 meters (13 ft) deep, 2.5 meters (8.2 ft) wide, and one metric ton (1.1 tons) in weight.",http://en.wikipedia.org/wiki/Bald_eagle,bird,US Fish and Wildlife Service / public domain
Antelope,Dorcas Gazelle,Gazella dorcas,Animalia,Chordata,Mammalia,-,-,-,Artiodactyla,-,Bovidae,-,Gazella,dorcas,-,YES,NO,NO,NO,NO,NO,NO,gazelle_01,http://en.wikipedia.org/wiki/File:Dorcasgazellemarwell.jpg,"Dorcas gazelles are highly adapted to the desert; they can go their entire lives without drinking, as they can get all of the moisture they need from the plants in their diets, though they do drink when water is available. ",http://en.wikipedia.org/wiki/Gazelle,antelope,Khendon / CC BY-SA 3.0
Tarsier,Philippine Tarsier,Carlito syrichta,Animalia,Chordata,Mammalia,-,-,-,Primates,-,Tarsiidae,-,Carlito,syrichta,-,YES,NO,NO,NO,NO,NO,NO,tarsier_01,http://en.wikipedia.org/wiki/File:Tarsier_Hugs_Mossy_Branch.jpg,"Tarsiers are the only extant entirely carnivorous primates: they are primarily insectivorous, and catch insects by jumping at them. They are also known to prey on birds, snakes, lizards, and bats. Like all tarsiers, the Philippine tarsier's eyes are fixed in its skull; they cannot turn in their sockets. Instead, a special adaptation in the neck allows its round head to rotate 180 degrees.",http://en.wikipedia.org/wiki/Philippine_tarsier,tarsier,Kok Leng Yeo / CC-BY 2.0
Tarsier,Spectral Tarsier,Tarsius tarsier,Animalia,Chordata,Mammalia,-,-,-,Primates,-,Tarsiidae,-,Tarsius,tarsier,-,YES,NO,NO,NO,NO,NO,NO,tarsier_02,http://en.wikipedia.org/wiki/File:Tarsius_tarsier_Tandurusa_zoo.JPG,"Tarsiers are small animals with enormous eyes; each eyeball is approximately 16 mm in diameter and is as large as its entire brain. The unique cranial anatomy of the tarsier results from the need to balance their large eyes and heavy head so they are able to wait silently for nutritious prey. The Spectral Tarsier lacks adhesive toes, which are common in other tarsier species.",http://en.wikipedia.org/wiki/Spectral_tarsier,tarsier,Sakurai Midori / CC BY-SA 3.0
Beaver,North American Beaver,Castor canadensis,Animalia,Chordata,Mammalia,-,-,-,Rodentia,-,Castoridae,-,Castor,canadensis,-,YES,NO,NO,NO,NO,NO,NO,beaver_01,http://en.wikipedia.org/wiki/File:Castor_canadensis.jpg,"Beavers are mainly active at night. They are excellent swimmers and may remain submerged for up to 15 minutes. More vulnerable on land, they tend to remain in the water as much as possible. They use their flat, scaly tail both to signal danger by slapping the surface of the water and as a location for fat storage. This beaver is the largest rodent in North America and the second or third largest rodent in the world, after the South American capybara.",http://en.wikipedia.org/wiki/North_American_beaver,beaver,"LASZLO ILYES (laszlo-photo) from Cleveland, Ohio, USA / CC-BY 2.0"
Turtle,Green Sea Turtle,Chelonia mydas,Animalia,Chordata,Reptilia,-,-,-,Testudines,Cryptodira,Cheloniidae,-,Chelonia,mydas,-,NO,NO,YES,NO,YES,NO,NO,turtle_01,http://en.wikipedia.org/wiki/File:Green_turtle_swimming_over_coral_reefs_in_Kona.jpg,"Like other sea turtles, green sea turtles migrate long distances between feeding grounds and hatching beaches. Many islands worldwide are known as Turtle Island due to green sea turtles nesting on their beaches. Pollution indirectly harms turtles at both population and individual scales. Many turtles die caught in fishing nets. Also, real estate development often causes habitat loss by eliminating nesting beaches.",http://en.wikipedia.org/wiki/Chelonia_mydas,turtle,Brocken Inaglory / CC BY-SA 3.0
Fisher,Fisher,Martes pennanti,Animalia,Chordata,Mammalia,-,-,-,Carnivora,-,Mustelidae,-,Martes,pennanti,-,YES,NO,NO,NO,NO,NO,NO,fisher_01,"http://en.wikipedia.org/wiki/File:Fisher,_Ipswich_River.jpg",Fishers have few predators aside from man. They have been trapped since the 18th century for their fur. Their pelts were in such demand that they were extirpated from several parts of the United States in the early part of the 20th century. ,http://en.wikipedia.org/wiki/Fisher_(animal),fisher,"brunop from somerville, usa / CC-BY 2.0"
Otter,North American River Otter,Lontra canadensis,Animalia,Chordata,Mammalia,-,-,-,Carnivora,-,Mustelidae,Lutrinae,Lontra,canadensis,-,YES,NO,NO,NO,NO,NO,NO,otter_01,http://en.wikipedia.org/wiki/File:LutraCanadensis_fullres.jpg,"The river otter, a member of the weasel family, is equally versatile in the water and on land. It establishes a burrow close to the water's edge in river, lake, swamp, coastal shoreline, tidal flat, or estuary ecosystems.",http://en.wikipedia.org/wiki/Otter,otter,Dmitry Azovtsev / CC BY-SA 3.0
Sloth,Two-toed Sloth,Choloepus didactylus,Animalia,Chordata,Mammalia,-,-,-,Pilosa,-,Megalonychidae,-,Choloepus,didactylus,-,YES,NO,NO,NO,NO,NO,YES,sloth_01,http://en.wikipedia.org/wiki/File:Choloepus_didactylus_2_-_Buffalo_Zoo.jpg,"It is a solitary, nocturnal and arboreal animal, found in rainforests. It is able to swim, making it possible to cross rivers and creeks. The two-toed sloth's main enemies are man, large birds of prey like the Harpy Eagle and Crested Eagle, and wild cats like the Ocelot and Jaguar.",http://en.wikipedia.org/wiki/Linnaeus%27s_two-toed_sloth,sloth,Dave Pape / public domain
Sloth,Three-toed Sloth,Bradypus variegatus,Animalia,Chordata,Mammalia,-,-,-,Pilosa,-,Bradypodidae,-,Bradypus,variegatus,-,YES,NO,NO,NO,NO,NO,NO,sloth_02,http://en.wikipedia.org/wiki/File:Bradypus_variegatus.jpg,"Brown-throated sloths sleep 15 to 18 hours every day and are active for only a few brief periods, which may be during either the day or night. Although they can walk along the ground, and even swim, they spend most of their lives in the high branches of trees, descending once every eight days or so to defecate in the soil.",http://en.wikipedia.org/wiki/Two-toed_sloth,sloth,Christian Mehlführer / CC-BY 2.5
Jaguar,Jaguar,Panthera onca,Animalia,Chordata,Mammalia,-,-,-,Carnivora,-,Felidae,-,Panthera,onca,-,YES,NO,NO,NO,NO,NO,NO,jaguar_01,http://en.wikipedia.org/wiki/File:Junior-Jaguar-Belize-Zoo.jpg,"This spotted cat most closely resembles the leopard physically, although it is usually larger and of sturdier build and its behavioural and habitat characteristics are closer to those of the tiger. While dense rainforest is its preferred habitat, the jaguar will range across a variety of forested and open terrains.",http://en.wikipedia.org/wiki/Jaguar,jaguar,Bjørn Christian Tørrissen / CC BY-SA 3.0
Wolf,Eurasian Wolf,Canis lupus lupus,Animalia,Chordata,Mammalia,-,-,-,Carnivora,-,Canidae,-,Canis,lupus,lupus,YES,NO,NO,NO,NO,NO,NO,wolf_01,http://en.wikipedia.org/wiki/File:Tierpark_Sababurg_Wolf.jpg,"The gray wolf is one of the world's most well researched animals, with probably more books written about it than any other wildlife species. It has a long history of association with humans, having been despised and hunted in most agricultural communities due to its attacks on livestock, while conversely being respected by some Native American tribes. It is the sole ancestor of the dog, which was first domesticated in the Middle East.",http://en.wikipedia.org/wiki/Canis_lupus,wolf,Presse03 / GFDL-CC
Meerkat,Meerkat,Suricata suricatta,Animalia,Chordata,Mammalia,-,-,-,Carnivora,-,Herpestidae,-,Suricata,suricatta,-,YES,NO,NO,NO,NO,NO,NO,meerkat_01,"http://commons.wikimedia.org/wiki/File:Suricates,_Namibia-2.jpg","A group of meerkats is called a ""mob"", ""gang"" or ""clan"". A meerkat clan often contains about 20 meerkats, but some super-families have 50 or more members. In captivity, meerkats have an average life span of 12–14 years, and about half this in the wild.",http://en.wikipedia.org/wiki/Meerkat,meerkat,Sara&Joachim / CC-BY 2.0
Insect,Mosquito,Anopheles albimanus,Animalia,Arthropoda,Insecta,-,-,-,Diptera,-,Culicidae,-,Anopheles,albimanus,-,NO,YES,NO,NO,NO,NO,NO,mosquito_01,http://commons.wikimedia.org/wiki/File:Anopheles_albimanus_mosquito.jpg,"About 460 speciesof Anopheles mosquitos are recognized; while over 100 can transmit human malaria, only 30–40 commonly transmit parasites of the genus Plasmodium, which cause malaria in humans in endemic areas.",http://en.wikipedia.org/wiki/Aedes,insect,PD-USGov-HHS-CDC
Salamander,Fire Salamander,Salamandra salamandra,Animalia,Chordata,Amphibia,-,-,-,Caudata,-,Salamandridae,-,Salamandra,salamandra,-,NO,NO,NO,YES,NO,NO,NO,salamander_01,http://en.wikipedia.org/wiki/File:Salamandra_salamandra_MHNT_1.jpg,"Fire salamanders live in central European forests and are more common in hilly areas. They prefer deciduous forests, since they like to hide in fallen leaves and around mossy tree trunks.",http://en.wikipedia.org/wiki/Salamander,salamander,Didier Descouens / CC BY-SA 3.0
Nautilus,Palau Nautilus,Nautilus belauensis,Animalia,Mollusca,Cephalopoda,-,-,-,Nautilida,-,Nautilidae,-,Nautilus,belauensis,-,NO,NO,NO,NO,NO,NO,NO,nautilus_01,http://en.wikipedia.org/wiki/File:Nautilus_profile.jpg," They have a seemingly simple brain, not the large complex brains of octopus, cuttlefish and squid, and had long been assumed to lack intelligence. But the cephalopod nervous system is quite different from that of other animals, and recent experiments have shown not only memory, but a changing response to the same event over time.",http://en.wikipedia.org/wiki/Palau_Nautilus,nautilus,Lee R Berger / Profberger / CC BY-SA 3.0
Wombat,Common Wombat,Vombatus ursinus,Animalia,Chordata,Mammalia,-,Marsupialia,-,Diprotodontia,-,Vombatidae,-,Vombatus,ursinus,-,YES,NO,NO,NO,NO,NO,YES,wombat_01,http://en.wikipedia.org/wiki/File:Vombatus_ursinus_-Maria_Island_National_Park.jpg,"Wombats dig extensive burrow systems with rodent-like front teeth and powerful claws. One distinctive adaptation of wombats is their backwards pouch. The advantage of a backwards-facing pouch is that when digging, the wombat does not gather soil in its pouch over its young.",http://en.wikipedia.org/wiki/Common_Wombat,wombat,JJ Harrison (jjharrison89@facebook.com) / CC BY-SA 3.0
Prarie Dog,Black-tailed Prarie Dog,Cynomys ludovicianus,Animalia,Chordata,Mammalia,-,-,-,Rodentia,-,Sciuridae,-,Cynomys,ludovicianus,-,YES,NO,NO,NO,NO,NO,NO,prariedog_01,http://upload.wikimedia.org/wikipedia/commons/c/c4/Black-tailed_Prairie_Dog.JPG,"There is debate over whether the alarm calling of prairie dogs is selfish or altruistic. Prairie dogs possibly alarm others to the presence of a predator so they can protect themselves. However, the calls possibly are meant to cause confusion and panic in the groups and cause the others to be more conspicuous to the predator than the caller. ",http://en.wikipedia.org/wiki/Black-tailed_prairie_dog,prarie_dog,Ivanhoe / CC BY-SA 3.0
Armadillo,Nine-banded Armadillo,Dasypus novemcinctus,Animalia,Chordata,Mammalia,-,-,-,Cingulata,-,Dasypodidae,Dasypodinae,Dasypus,novemcinctus,-,YES,NO,NO,NO,NO,NO,YES,armadillo_01,http://en.wikipedia.org/wiki/File:Florida-015.jpg,"The nine-banded armadillo is a solitary, mainly nocturnal animal, found in many kinds of habitats, from mature and secondary rainforests to grassland and dry scrub. It is an insectivore, feeding chiefly on ants, termites, and other small invertebrates. Armadillos can transmit leprosy to humans, and are responsible for one-third of the cases in the US, annually. ",http://en.wikipedia.org/wiki/Nine-banded_armadillo,armadillo,Hans Stieglitz / CC BY-SA 3.0
Isopod,Giant Isopod,Bathynomus doederleinii,Animalia,Arthropoda,Malacostraca,-,-,-,Isopoda,Cymothoida,Cirolanidae,-,Bathynomus,doederleinii,-,NO,YES,NO,NO,NO,NO,NO,isopod_01,http://commons.wikimedia.org/wiki/File:Bathynomus_doederleinii.jpg,"Although generalist scavengers, these isopods are mostly carnivorous and feed on dead whales, fish, and squid. As food is scarce in the deep ocean biome, giant isopods must make do with what fortune brings; they are adapted to long periods of famine and have been known to survive over four years without food in captivity.",http://en.wikipedia.org/wiki/Giant_isopod,isopod, http://opencage.info/pics/large_8456.asp / CC BY-SA 2.5
